id,id_student,gender,region,highest_education,imd_band,age_band,studied_credits,disability,num_of_prev_attempts_y,sum_click,id_site,final_result,final_result_code
9747,537606,0,3,1,7,1,60,1,0.0,3.9507042253521125,235521941.0,Fail,3
9748,537622,0,5,1,4,1,90,2,0.0,2.7364016736401675,664916162.0,Withdrawn,2
9749,537622,0,5,1,4,1,60,2,0.0,2.7364016736401675,664916162.0,Pass,1
9750,537654,1,12,1,5,1,30,2,0.5,2.8265720081135903,820517037.0,Withdrawn,2
9751,537654,1,12,1,5,1,30,2,0.5,2.8265720081135903,820517037.0,Pass,1
9752,537658,0,10,2,1,1,90,1,0.0,2.377450980392157,225620124.0,Fail,3
9753,537658,0,10,2,1,1,60,1,0.0,2.377450980392157,225620124.0,Pass,1
9754,538887,1,7,2,9,2,60,1,0.0,5.332599118942731,270928049.0,Withdrawn,2
9755,538887,1,7,2,9,2,60,1,0.0,5.332599118942731,270928049.0,Pass,1
9756,539328,1,13,1,4,1,60,1,0.0,3.6198600174978126,1460765201.0,Withdrawn,2
9757,539328,1,13,1,4,1,90,1,0.0,3.6198600174978126,1460765201.0,Pass,1
9758,539514,0,12,2,0,1,30,1,0.0,4.232181425485961,551457673.0,Fail,3
9759,539514,0,12,2,0,1,60,1,0.0,4.232181425485961,551457673.0,Pass,1
9760,539695,1,5,2,2,1,60,2,0.0,3.7313432835820897,73843691.0,Withdrawn,2
9761,539695,1,5,2,2,1,60,2,0.0,3.7313432835820897,73843691.0,Fail,3
9762,539784,1,3,1,10,1,60,1,0.0,6.084548104956268,500694478.0,Pass,1
9763,539971,0,10,3,4,1,90,1,0.0,3.3142857142857145,76637782.0,Pass,1
9764,540509,1,9,2,2,1,60,1,0.3333333333333333,3.691529709228824,639252961.0,Withdrawn,2
9765,540509,1,9,2,2,1,60,1,0.3333333333333333,3.691529709228824,639252961.0,Withdrawn,2
9766,540509,1,9,2,2,1,60,1,0.3333333333333333,3.691529709228824,639252961.0,Pass,1
9767,540686,1,5,2,3,1,60,1,0.0,3.6056860321384425,1535722708.0,Pass,1
9768,540686,1,5,2,3,1,60,1,0.0,3.6056860321384425,1535722708.0,Pass,1
9769,540937,1,11,3,4,1,60,1,0.0,1.0,729671.0,Withdrawn,2
9770,541003,1,4,1,10,1,60,1,0.0,2.710791366906475,530121150.0,Fail,3
9771,541003,1,4,1,10,1,60,1,0.0,2.710791366906475,530121150.0,Pass,1
9772,541184,1,12,1,3,1,30,1,0.0,4.192,99649411.0,Withdrawn,2
9773,541184,1,12,1,3,1,120,1,0.0,4.192,99649411.0,Withdrawn,2
9774,542050,1,6,3,7,1,60,1,0.0,6.789256198347108,375446487.0,Withdrawn,2
9775,542050,1,6,3,7,1,60,1,0.0,6.789256198347108,375446487.0,Pass,1
9776,542721,0,6,1,2,1,60,1,0.0,0.0,0.0,Fail,3
9777,543170,1,5,2,4,1,90,2,0.0,2.2343096234309625,174427712.0,Pass,1
9778,543417,1,8,1,4,1,60,1,0.3333333333333333,3.4751552795031055,200699472.0,Withdrawn,2
9779,543417,1,8,1,4,1,60,1,0.3333333333333333,3.4751552795031055,200699472.0,Withdrawn,2
9780,543417,1,8,1,4,1,60,1,0.3333333333333333,3.4751552795031055,200699472.0,Pass,1
9781,543475,1,7,1,7,1,60,1,0.0,3.396786155747837,612821753.0,Fail,3
9782,543475,1,7,1,7,1,60,1,0.0,3.396786155747837,612821753.0,Pass,1
9783,543571,1,12,2,8,1,60,1,0.0,1.9473684210526316,13867736.0,Withdrawn,2
9784,543628,1,5,3,4,2,90,1,0.0,0.0,0.0,Withdrawn,2
9785,543678,1,3,1,4,1,90,1,0.0,2.334319526627219,246723477.0,Pass,1
9786,543924,1,4,1,3,1,60,1,0.0,4.0508474576271185,45866570.0,Fail,3
9787,543924,1,4,1,3,1,60,1,0.0,4.0508474576271185,45866570.0,Fail,3
9788,543948,1,7,2,2,1,60,1,0.0,3.714548802946593,1242864652.0,Pass,1
9789,543948,1,7,2,2,1,60,1,0.0,3.714548802946593,1242864652.0,Pass,1
9790,544075,1,12,1,0,2,30,1,0.0,0.0,0.0,Withdrawn,2
9791,544090,1,9,1,2,1,120,1,0.0,4.421860019175456,750068565.0,Fail,3
9792,544090,1,9,1,2,1,120,1,0.0,4.421860019175456,750068565.0,Distinction,4
9793,544467,1,11,2,7,2,60,1,0.0,2.8460176991150443,319421862.0,Withdrawn,2
9794,544467,1,11,2,7,2,60,1,0.0,2.8460176991150443,319421862.0,Pass,1
9795,544490,1,4,1,10,1,90,1,0.0,3.9306122448979592,178809614.0,Pass,1
9796,544594,1,3,1,10,1,90,1,0.0,3.8738647830474267,1394816055.0,Distinction,4
9797,544594,1,3,1,10,1,90,1,0.0,3.8738647830474267,1394816055.0,Distinction,4
9798,544791,1,1,1,1,1,60,1,0.0,3.2229965156794425,168702814.0,Withdrawn,2
9799,544791,1,1,1,1,1,60,1,0.0,3.2229965156794425,168702814.0,Pass,1
9800,544839,1,10,1,5,2,60,1,0.0,3.0357800578795056,2439073981.0,Distinction,4
9801,544839,1,10,1,5,2,60,1,0.0,3.0357800578795056,2439073981.0,Distinction,4
9802,545045,1,5,2,10,1,60,1,0.0,3.267605633802817,51818375.0,Fail,3
9803,545740,1,7,1,2,1,60,1,0.0,3.6937354988399074,545101685.0,Pass,1
9804,545740,1,7,1,2,1,60,1,0.0,3.6937354988399074,545101685.0,Distinction,4
9805,545747,1,2,3,8,2,60,1,0.0,2.908754623921085,591852785.0,Pass,1
9806,546400,0,1,1,7,1,120,1,1.0,2.0,20901467.0,Withdrawn,2
9807,546400,0,1,1,7,1,60,1,1.0,2.0,20901467.0,Withdrawn,2
9808,546400,0,1,1,7,1,120,1,1.0,2.0,20901467.0,Withdrawn,2
9809,546400,0,1,1,7,1,60,1,1.0,2.0,20901467.0,Withdrawn,2
9810,546675,0,13,1,8,1,90,1,0.0,2.199170124481328,410154244.0,Withdrawn,2
9811,546675,0,13,1,8,1,60,1,0.0,2.199170124481328,410154244.0,Pass,1
9812,546830,0,3,1,2,1,90,1,0.0,2.4100346020761245,322914333.0,Withdrawn,2
9813,546830,0,3,1,2,1,60,1,0.0,2.4100346020761245,322914333.0,Fail,3
9814,546954,1,3,3,3,1,30,1,0.0,0.0,0.0,Withdrawn,2
9815,547287,1,9,3,9,2,30,1,0.0,2.993223620522749,753876294.0,Distinction,4
9816,547332,0,6,3,1,2,60,1,0.0,3.6346801346801345,433549373.0,Withdrawn,2
9817,547413,0,5,4,4,1,90,1,0.0,3.7126126126126127,845046525.0,Fail,3
9818,547413,0,5,4,4,1,90,1,0.0,3.7126126126126127,845046525.0,Fail,3
9819,547571,1,9,1,2,1,30,1,0.0,3.185483870967742,90500128.0,Withdrawn,2
9820,547685,1,1,1,5,1,60,1,0.0,7.125,25305533.0,Withdrawn,2
9821,547685,1,1,1,5,1,60,1,0.0,7.125,25305533.0,Withdrawn,2
9822,547816,0,5,2,7,1,210,1,0.5,4.0,4421757.0,Withdrawn,2
9823,547816,0,5,2,7,1,210,1,0.5,4.0,4421757.0,Withdrawn,2
9824,547986,0,6,1,4,1,30,1,0.0,2.0675422138836774,306476891.0,Withdrawn,2
9825,547986,0,6,1,4,1,60,1,0.0,2.0675422138836774,306476891.0,Fail,3
9826,548261,1,2,2,6,2,120,1,0.0,3.4088235294117646,255902326.0,Fail,3
9827,548261,1,2,2,6,2,120,1,0.0,3.4088235294117646,255902326.0,Fail,3
9828,548383,0,3,3,2,1,30,1,0.0,2.169811320754717,38681598.0,Withdrawn,2
9829,548386,1,3,3,2,1,60,1,0.0,5.677570093457944,468553666.0,Distinction,4
9830,548509,1,3,3,8,2,30,1,0.0,2.6120906801007555,579513685.0,Distinction,4
9831,548602,1,4,1,7,1,60,1,0.0,2.668555240793201,214778083.0,Pass,1
9832,548602,1,4,1,7,1,60,1,0.0,2.668555240793201,214778083.0,Pass,1
9833,548677,1,13,1,8,2,60,1,0.0,2.7994467496542184,889240318.0,Pass,1
9834,548677,1,13,1,8,1,60,1,0.0,2.7994467496542184,889240318.0,Pass,1
9835,548764,1,2,1,2,1,60,1,0.0,7.186046511627907,349158193.0,Fail,3
9836,548764,1,2,1,2,1,60,1,0.0,7.186046511627907,349158193.0,Pass,1
9837,548854,1,12,5,0,2,60,1,0.0,2.374331550802139,272988722.0,Pass,1
9838,548926,0,2,1,8,1,120,1,0.5,4.65945945945946,214435977.0,Withdrawn,2
9839,548926,0,2,1,8,1,60,1,0.5,4.65945945945946,214435977.0,Fail,3
9840,548926,0,2,1,8,1,120,1,0.5,4.65945945945946,214435977.0,Fail,3
9841,548926,0,2,1,8,1,120,1,0.5,4.65945945945946,214435977.0,Fail,3
9842,549636,0,8,1,5,1,60,2,0.0,3.731707317073171,209466962.0,Withdrawn,2
9843,549928,1,7,1,6,1,90,1,0.0,2.265957446808511,109870204.0,Fail,3
9844,549928,1,7,1,6,1,60,1,0.0,2.265957446808511,109870204.0,Withdrawn,2
9845,549951,0,12,1,9,1,90,1,0.0,2.2933333333333334,164224344.0,Pass,1
9846,550092,1,2,1,3,2,90,1,0.0,3.1320754716981134,388546263.0,Fail,3
9847,550092,1,2,1,3,2,60,1,0.0,3.1320754716981134,388546263.0,Pass,1
9848,550545,0,1,1,7,1,60,1,0.3333333333333333,3.1754739814441306,1589445978.0,Withdrawn,2
9849,550545,0,1,1,7,1,90,1,0.3333333333333333,3.1754739814441306,1589445978.0,Withdrawn,2
9850,550545,0,1,1,7,1,60,1,0.3333333333333333,3.1754739814441306,1589445978.0,Pass,1
9851,550812,1,1,1,10,1,150,1,0.5,3.5838509316770186,248610610.0,Withdrawn,2
9852,550812,1,1,1,10,1,150,1,0.5,3.5838509316770186,248610610.0,Pass,1
9853,550893,1,12,1,4,1,90,1,0.3333333333333333,2.6688102893890675,192264626.0,Withdrawn,2
9854,550893,1,12,1,4,1,60,1,0.3333333333333333,2.6688102893890675,192264626.0,Fail,3
9855,550893,1,12,1,4,1,90,1,0.3333333333333333,2.6688102893890675,192264626.0,Fail,3
9856,551115,1,10,1,1,1,30,1,0.0,3.683381088825215,509410632.0,Pass,1
9857,551267,0,12,1,0,1,120,1,0.0,3.1020833333333333,350345501.0,Pass,1
9858,551304,0,7,2,9,2,90,1,0.0,3.7893217893217894,505794479.0,Pass,1
9859,551478,1,7,1,6,3,60,1,0.0,2.184899845916795,406080276.0,Pass,1
9860,551478,1,7,1,6,3,90,1,0.0,2.184899845916795,406080276.0,Pass,1
9861,551528,1,11,2,0,1,120,1,0.0,3.6100981767180924,414642732.0,Withdrawn,2
9862,551528,1,11,2,0,1,120,1,0.0,3.6100981767180924,414642732.0,Withdrawn,2
9863,551528,1,11,2,0,1,60,1,0.0,3.6100981767180924,414642732.0,Withdrawn,2
9864,551604,1,4,1,7,2,30,1,0.0,5.525714285714286,127725632.0,Fail,3
9865,551856,1,12,2,3,1,60,1,0.0,3.5485714285714285,132185209.0,Fail,3
9866,551856,1,12,2,3,1,60,1,0.0,3.5485714285714285,132185209.0,Fail,3
9867,551902,1,2,2,9,1,60,1,0.0,6.69140625,186838967.0,Fail,3
9868,552166,1,6,2,0,1,60,1,0.0,2.5927903871829105,440241149.0,Withdrawn,2
9869,552166,1,6,2,0,1,60,1,0.0,2.5927903871829105,440241149.0,Pass,1
9870,552234,1,9,3,2,2,60,1,0.0,5.236994219653179,126268798.0,Withdrawn,2
9871,552441,0,11,1,4,1,30,1,0.0,3.2735280482151135,1668245023.0,Distinction,4
9872,552441,0,11,1,4,1,90,1,0.0,3.2735280482151135,1668245023.0,Pass,1
9873,552498,0,1,1,6,2,60,1,0.5,3.58,171384248.0,Withdrawn,2
9874,552498,0,1,1,6,2,60,1,0.5,3.58,171384248.0,Pass,1
9875,552590,1,7,1,5,1,90,1,0.0,2.311926605504587,79563205.0,Withdrawn,2
9876,552913,1,3,2,1,1,150,1,0.0,2.769230769230769,113861033.0,Pass,1
9877,553021,1,13,1,3,1,60,1,0.0,3.433224755700326,672121397.0,Distinction,4
9878,553280,0,4,1,6,1,120,1,0.0,3.555992141453831,353162989.0,Distinction,4
9879,553280,0,4,1,6,1,120,1,0.0,3.555992141453831,353162989.0,Pass,1
9880,553394,0,11,3,3,2,90,1,0.0,3.5299785867237685,681697705.0,Pass,1
9881,553410,0,3,2,4,1,60,2,0.0,4.213114754098361,44521251.0,Withdrawn,2
9882,553568,1,7,1,10,2,60,1,0.0,3.802469135802469,133904178.0,Withdrawn,2
9883,553568,1,7,1,10,2,60,1,0.0,3.802469135802469,133904178.0,Withdrawn,2
9884,553655,0,8,1,6,1,60,1,0.0,4.310204081632653,745993528.0,Pass,1
9885,553655,0,8,1,6,1,60,1,0.0,4.310204081632653,745993528.0,Pass,1
9886,553741,1,6,1,5,1,60,1,0.5,3.25,149882706.0,Withdrawn,2
9887,553741,1,6,1,5,1,120,1,0.5,3.25,149882706.0,Pass,1
9888,554141,1,2,2,8,1,30,1,0.0,3.873015873015873,45982698.0,Pass,1
9889,554205,1,13,2,0,1,60,1,0.0,3.103011785246617,1445077012.0,Fail,3
9890,554205,1,13,2,0,1,60,1,0.0,3.103011785246617,1445077012.0,Pass,1
9891,554470,1,4,2,6,1,90,1,0.0,3.60077519379845,925113545.0,Withdrawn,2
9892,554470,1,4,2,6,1,90,1,0.0,3.60077519379845,925113545.0,Pass,1
9893,554583,1,1,2,6,1,90,1,0.0,3.45019404915912,474233362.0,Pass,1
9894,554583,1,1,2,6,1,90,1,0.0,3.45019404915912,474233362.0,Pass,1
9895,554588,0,12,3,1,2,90,1,0.3333333333333333,3.684684684684685,250326247.0,Withdrawn,2
9896,554588,0,12,3,1,2,90,1,0.3333333333333333,3.684684684684685,250326247.0,Withdrawn,2
9897,554588,0,12,3,1,2,90,1,0.3333333333333333,3.684684684684685,250326247.0,Fail,3
9898,554870,1,4,2,6,1,30,1,0.0,4.2562277580071175,205089888.0,Pass,1
9899,554951,0,8,1,3,1,60,2,0.0,2.685082872928177,264201735.0,Pass,1
9900,555008,1,3,1,3,1,60,1,0.0,2.911196911196911,189022878.0,Pass,1
9901,555368,1,10,3,4,1,30,1,0.0,4.738095238095238,61307310.0,Withdrawn,2
9902,555604,1,11,1,2,1,90,1,0.0,5.24,182459350.0,Pass,1
9903,555706,0,8,2,3,1,60,1,0.0,3.212317666126418,450288443.0,Distinction,4
9904,555953,1,4,2,2,1,30,1,0.0,2.2,62035521.0,Withdrawn,2
9905,556007,0,2,1,2,1,90,1,0.3333333333333333,2.196078431372549,39788340.0,Withdrawn,2
9906,556007,0,2,1,2,1,90,1,0.3333333333333333,2.196078431372549,39788340.0,Withdrawn,2
9907,556007,0,2,1,2,1,90,1,0.3333333333333333,2.196078431372549,39788340.0,Fail,3
9908,556042,1,2,1,2,1,60,1,0.0,4.739130434782608,33573756.0,Withdrawn,2
9909,556109,1,13,2,1,1,60,1,0.0,3.534709193245779,617639255.0,Withdrawn,2
9910,556109,1,13,2,1,1,60,1,0.0,3.534709193245779,617639255.0,Pass,1
9911,556246,1,12,2,0,1,60,1,0.0,3.3444816053511706,436440280.0,Distinction,4
9912,556295,1,12,2,0,1,30,1,0.0,2.4384318056322476,1215708350.0,Distinction,4
9913,556295,1,12,2,0,1,60,1,0.0,2.4384318056322476,1215708350.0,Fail,3
9914,556521,1,2,1,6,1,60,2,0.3333333333333333,3.5285087719298245,261484401.0,Withdrawn,2
9915,556521,1,2,1,6,1,30,2,0.3333333333333333,3.5285087719298245,261484401.0,Withdrawn,2
9916,556521,1,2,1,6,1,60,2,0.3333333333333333,3.5285087719298245,261484401.0,Pass,1
9917,556584,1,2,3,7,2,60,1,0.0,3.9016990291262137,1034867105.0,Pass,1
9918,556584,1,2,3,7,1,60,1,0.0,3.9016990291262137,1034867105.0,Pass,1
9919,556587,1,3,1,3,2,60,1,0.0,2.6842105263157894,152543103.0,Fail,3
9920,556709,1,13,1,9,1,60,1,0.0,3.769406392694064,245292228.0,Withdrawn,2
9921,556709,1,13,1,9,1,60,1,0.0,3.769406392694064,245292228.0,Fail,3
9922,556858,0,4,1,10,2,30,1,0.0,4.840236686390533,123343815.0,Pass,1
9923,556918,1,6,1,2,1,30,1,0.0,2.436980166346769,882153476.0,Withdrawn,2
9924,556918,1,6,1,2,1,60,1,0.0,2.436980166346769,882153476.0,Pass,1
9925,557172,1,2,2,6,1,30,1,0.0,1.8666666666666667,10948452.0,Fail,3
9926,557700,1,12,5,0,1,60,1,0.3333333333333333,4.6973108192620385,1353439199.0,Withdrawn,2
9927,557700,1,12,5,0,1,30,1,0.3333333333333333,4.6973108192620385,1353439199.0,Pass,1
9928,557700,1,12,5,0,1,60,1,0.3333333333333333,4.6973108192620385,1353439199.0,Pass,1
9929,557849,1,1,3,6,2,90,1,0.0,0.0,0.0,Withdrawn,2
9930,557995,1,3,3,3,1,120,1,0.0,2.7637130801687766,172967033.0,Withdrawn,2
9931,558122,1,1,5,10,2,60,1,0.0,5.160714285714286,41787488.0,Fail,3
9932,558122,1,1,5,10,2,60,1,0.0,5.160714285714286,41787488.0,Fail,3
9933,558444,0,3,2,3,1,180,1,0.0,4.978947368421053,104882337.0,Fail,3
9934,558444,0,3,2,3,1,180,1,0.0,4.978947368421053,104882337.0,Fail,3
9935,558471,1,4,1,1,1,60,1,0.0,7.285714285714286,66414875.0,Withdrawn,2
9936,558518,1,4,3,10,1,30,1,0.0,2.9615384615384617,132837648.0,Pass,1
9937,558616,1,12,2,7,1,30,1,0.0,4.143149284253579,356908050.0,Pass,1
9938,558806,1,6,1,2,1,30,1,0.0,2.640957446808511,205870684.0,Withdrawn,2
9939,558806,1,6,1,2,1,60,1,0.0,2.640957446808511,205870684.0,Pass,1
9940,558914,0,5,1,3,1,90,1,0.0,2.839253461770018,1070505743.0,Fail,3
9941,558914,0,5,1,3,1,60,1,0.0,2.839253461770018,1070505743.0,Fail,3
9942,559157,1,9,2,7,1,60,1,0.0,2.4568345323741005,202916870.0,Withdrawn,2
9943,559469,0,12,2,0,1,30,1,0.0,2.707673568818514,458503496.0,Withdrawn,2
9944,559469,0,12,2,0,1,60,1,0.0,2.707673568818514,458503496.0,Pass,1
9945,559706,1,8,2,7,1,30,1,0.0,2.7561214495592554,631277864.0,Pass,1
9946,559706,1,8,2,7,1,60,1,0.0,2.7561214495592554,631277864.0,Pass,1
9947,559770,1,9,3,10,2,60,1,0.0,3.93299711815562,1716986013.0,Pass,1
9948,559770,1,9,3,10,2,60,1,0.0,3.93299711815562,1716986013.0,Pass,1
9949,559912,1,8,2,6,1,60,1,0.3333333333333333,4.044776119402985,314338761.0,Withdrawn,2
9950,559912,1,8,2,6,1,60,1,0.3333333333333333,4.044776119402985,314338761.0,Withdrawn,2
9951,559912,1,8,2,6,1,60,1,0.3333333333333333,4.044776119402985,314338761.0,Pass,1
9952,559977,1,11,2,3,1,60,1,0.0,4.585365853658536,62410651.0,Fail,3
9953,559977,1,11,2,3,1,60,1,0.0,4.585365853658536,62410651.0,Fail,3
9954,560114,1,5,1,3,1,30,2,0.0,2.740064882400649,1516946748.0,Pass,1
9955,560114,1,5,1,3,1,60,2,0.0,2.740064882400649,1516946748.0,Pass,1
9956,560311,1,2,2,6,1,60,1,0.0,3.38276299112801,995124137.0,Distinction,4
9957,560311,1,2,2,6,1,60,1,0.0,3.38276299112801,995124137.0,Pass,1
9958,560494,1,3,1,2,1,90,2,0.0,2.651639344262295,356145458.0,Pass,1
9959,560784,1,4,2,9,1,60,1,0.3333333333333333,3.9784644194756553,737276153.0,Withdrawn,2
9960,560784,1,4,2,9,1,30,1,0.3333333333333333,3.9784644194756553,737276153.0,Fail,3
9961,560784,1,4,2,9,1,60,1,0.3333333333333333,3.9784644194756553,737276153.0,Pass,1
9962,560951,1,9,1,9,2,60,1,0.0,3.461187214611872,165137755.0,Fail,3
9963,560951,1,9,1,9,2,60,1,0.0,3.461187214611872,165137755.0,Fail,3
9964,561363,1,1,5,9,2,60,1,0.0,3.7140468227424748,454580536.0,Pass,1
9965,561363,1,1,5,9,2,60,1,0.0,3.7140468227424748,454580536.0,Pass,1
9966,561559,1,4,3,5,2,60,1,0.0,5.583732057416268,473645762.0,Pass,1
9967,561559,1,4,3,5,2,60,1,0.0,5.583732057416268,473645762.0,Pass,1
9968,561774,1,1,1,7,1,90,1,0.5,3.8701754385964913,868843361.0,Pass,1
9969,561774,1,1,1,7,1,90,1,0.5,3.8701754385964913,868843361.0,Distinction,4
9970,561823,1,9,1,3,1,120,1,0.0,1.794776119402985,183706033.0,Withdrawn,2
9971,561823,1,9,1,3,1,120,1,0.0,1.794776119402985,183706033.0,Withdrawn,2
9972,562450,0,4,1,3,1,120,1,0.0,3.5596707818930042,177354720.0,Pass,1
9973,562585,0,9,4,7,1,90,1,0.0,2.5,62662802.0,Withdrawn,2
9974,562585,0,9,4,7,1,90,1,0.0,2.5,62662802.0,Withdrawn,2
9975,562825,1,8,3,10,2,60,1,0.0,3.4049773755656108,338208844.0,Pass,1
9976,562825,1,8,3,10,2,60,1,0.0,3.4049773755656108,338208844.0,Pass,1
9977,563046,1,2,1,6,1,60,1,0.0,2.737891737891738,276390165.0,Pass,1
9978,563046,1,2,1,6,1,60,1,0.0,2.737891737891738,276390165.0,Pass,1
9979,563556,0,11,1,4,1,90,1,0.0,2.3125,11677296.0,Withdrawn,2
9980,563631,1,6,1,7,1,90,1,0.0,2.232876712328767,54575281.0,Fail,3
9981,563631,1,6,1,7,1,90,1,0.0,2.232876712328767,54575281.0,Fail,3
9982,563819,1,9,1,6,1,90,2,0.0,2.8,235809471.0,Pass,1
9983,563819,1,9,1,6,1,90,2,0.0,2.8,235809471.0,Pass,1
9984,563967,1,6,1,5,1,60,1,0.3333333333333333,3.1676891615541924,283588783.0,Withdrawn,2
9985,563967,1,6,1,5,1,60,1,0.3333333333333333,3.1676891615541924,283588783.0,Withdrawn,2
9986,563967,1,6,1,5,1,60,1,0.3333333333333333,3.1676891615541924,283588783.0,Pass,1
9987,564325,0,5,2,2,1,120,2,0.0,1.9703703703703703,91351415.0,Withdrawn,2
9988,564325,0,5,2,2,1,120,2,0.0,1.9703703703703703,91351415.0,Withdrawn,2
9989,564444,1,3,2,6,1,60,1,0.0,7.575757575757576,18184902.0,Withdrawn,2
9990,564444,1,3,2,6,1,60,1,0.0,7.575757575757576,18184902.0,Withdrawn,2
9991,564700,1,4,2,8,1,120,1,0.0,3.9322990126939352,399632783.0,Withdrawn,2
9992,564700,1,4,2,8,1,120,1,0.0,3.9322990126939352,399632783.0,Pass,1
9993,564841,0,4,3,10,2,60,1,0.0,0.0,0.0,Withdrawn,2
9994,565275,1,4,1,5,1,150,1,0.75,3.8679245283018866,848585668.0,Withdrawn,2
9995,565275,1,4,1,5,1,150,1,0.75,3.8679245283018866,848585668.0,Withdrawn,2
9996,565275,1,4,1,5,1,150,1,0.75,3.8679245283018866,848585668.0,Withdrawn,2
9997,565275,1,4,1,5,1,90,1,0.75,3.8679245283018866,848585668.0,Pass,1
9998,565399,1,3,3,4,1,30,1,0.0,3.5775862068965516,507987828.0,Distinction,4
9999,565838,1,8,1,6,1,60,1,0.0,5.398058252427185,155531102.0,Fail,3
10000,565838,1,8,1,6,1,60,1,0.0,5.398058252427185,155531102.0,Fail,3
10001,565883,1,1,2,3,1,60,1,0.3333333333333333,4.8131699846860645,811843758.0,Withdrawn,2
10002,565883,1,1,2,3,1,30,1,0.3333333333333333,4.8131699846860645,811843758.0,Withdrawn,2
10003,565883,1,1,2,3,1,60,1,0.3333333333333333,4.8131699846860645,811843758.0,Pass,1
10004,566185,0,6,1,4,2,120,1,0.0,2.5803680981595094,565935286.0,Fail,3
10005,566185,0,6,1,4,2,120,1,0.0,2.5803680981595094,565935286.0,Pass,1
10006,566310,1,1,1,3,2,60,1,0.0,5.185202419730107,1309684697.0,Pass,1
10007,566310,1,1,1,3,2,60,1,0.0,5.185202419730107,1309684697.0,Distinction,4
10008,566428,1,7,1,6,1,60,1,0.0,3.3379310344827586,221367548.0,Distinction,4
10009,566428,1,7,1,6,1,90,1,0.0,3.3379310344827586,221367548.0,Pass,1
10010,566664,1,3,1,5,1,90,1,0.3333333333333333,4.026666666666666,396114705.0,Withdrawn,2
10011,566664,1,3,1,5,1,60,1,0.3333333333333333,4.026666666666666,396114705.0,Withdrawn,2
10012,566664,1,3,1,5,1,90,1,0.3333333333333333,4.026666666666666,396114705.0,Pass,1
10013,566670,1,6,2,4,2,60,1,0.0,5.05922165820643,431352969.0,Pass,1
10014,566704,0,10,3,1,2,90,1,0.0,2.5784313725490198,72149904.0,Withdrawn,2
10015,566704,0,10,3,1,2,90,1,0.0,2.5784313725490198,72149904.0,Withdrawn,2
10016,566715,0,4,1,10,1,90,1,0.0,2.426900584795322,124813634.0,Pass,1
10017,566871,1,3,2,3,1,90,1,0.0,3.8343373493975905,252363133.0,Fail,3
10018,566871,1,3,2,3,1,90,1,0.0,3.8343373493975905,252363133.0,Fail,3
10019,566872,0,9,1,3,1,60,1,0.0,2.5142857142857142,51091438.0,Withdrawn,2
10020,568047,0,3,3,6,2,60,1,0.0,3.4318181818181817,64227521.0,Fail,3
10021,568084,1,8,1,1,1,120,1,0.0,3.802411873840445,776103982.0,Distinction,4
10022,568084,1,8,1,1,1,120,1,0.0,3.802411873840445,776103982.0,Pass,1
10023,569080,1,3,1,3,1,30,1,0.0,4.429763560500695,1769486389.0,Distinction,4
10024,569080,1,3,1,3,2,90,1,0.0,4.429763560500695,1769486389.0,Pass,1
10025,569108,1,9,1,8,1,30,2,0.0,3.772189349112426,1407962861.0,Distinction,4
10026,569108,1,9,1,8,1,90,2,0.0,3.772189349112426,1407962861.0,Distinction,4
10027,569342,1,4,2,8,1,120,1,0.3333333333333333,2.8592268417213713,822146364.0,Fail,3
10028,569342,1,4,2,8,1,135,1,0.3333333333333333,2.8592268417213713,822146364.0,Pass,1
10029,569342,1,4,2,8,1,120,1,0.3333333333333333,2.8592268417213713,822146364.0,Withdrawn,2
10030,569609,0,6,1,8,1,120,1,0.0,3.402187120291616,1184643032.0,Pass,1
10031,569609,0,6,1,8,1,120,1,0.0,3.402187120291616,1184643032.0,Pass,1
10032,569712,1,4,2,6,2,120,2,0.0,4.619015047879617,1050591770.0,Withdrawn,2
10033,569712,1,4,2,6,2,120,2,0.0,4.619015047879617,1050591770.0,Distinction,4
10034,569928,1,9,1,9,1,150,1,0.0,2.1795332136445245,375351366.0,Withdrawn,2
10035,569928,1,9,1,9,1,150,1,0.0,2.1795332136445245,375351366.0,Pass,1
10036,570113,0,11,1,1,1,120,1,0.0,3.7777777777777777,26275913.0,Withdrawn,2
10037,570377,1,5,2,4,1,60,1,0.0,4.8984375,141784520.0,Withdrawn,2
10038,570377,1,5,2,4,1,60,1,0.0,4.8984375,141784520.0,Withdrawn,2
10039,570410,0,2,4,2,1,60,1,0.0,3.2378378378378376,135029495.0,Pass,1
10040,570488,1,8,1,3,1,60,1,0.0,5.425531914893617,131645421.0,Withdrawn,2
10041,570488,1,8,1,3,1,60,1,0.0,5.425531914893617,131645421.0,Withdrawn,2
10042,570514,0,11,1,1,2,60,1,0.0,3.9364548494983276,218229062.0,Withdrawn,2
10043,570872,0,3,1,2,1,90,2,0.0,2.432258064516129,644573184.0,Pass,1
10044,570872,0,3,1,2,1,90,2,0.0,2.432258064516129,644573184.0,Pass,1
10045,570967,0,3,2,2,2,60,1,0.0,3.761904761904762,260565729.0,Pass,1
10046,571025,1,2,4,1,1,60,1,0.0,4.22473604826546,503581670.0,Withdrawn,2
10047,571025,1,2,4,1,1,60,1,0.0,4.22473604826546,503581670.0,Withdrawn,2
10048,571128,1,1,3,9,1,60,1,0.0,3.81044267877412,692004746.0,Withdrawn,2
10049,571128,1,1,3,9,1,60,1,0.0,3.81044267877412,692004746.0,Pass,1
